topicid,word,count
0,it,0.0357729223287661
0,to,0.0338148961701558
0,the,0.0277190107983533
0,is,0.0210204479675933
0,and,0.0203411457503195
0,you,0.0200897349065214
0,i,0.0172848069551979
0,how,0.0112952384938487
0,not,0.00997075980841815
0,that,0.00949108627956605
0,be,0.00905746124074492
0,can,0.007698694040674
0,but,0.00767194297305811
0,are,0.00764254581732053
0,this,0.00703314713447293
0,would,0.00678463069524753
0,from,0.00642328079278671
0,just,0.0063556060525601
0,do,0.00616807734970301
0,my,0.00597495802502263
1,i,0.0391216874493851
1,and,0.0256210436461423
1,have,0.0189696874825809
1,to,0.0158269850830522
1,in,0.01455892784888
1,the,0.0120601492961707
1,all,0.0107661827001365
1,was,0.0104247113176115
1,a,0.00814239496114249
1,or,0.00796973478979369
1,if,0.0068518784708913
1,car,0.0067598181876335
1,any,0.00671038835071395
1,so,0.0066527257272429
1,about,0.00626077051034616
1,it,0.00613302397161019
1,at,0.00565921767330729
1,that,0.0053849383541692
1,volvo,0.0050051827459948
1,sensor,0.00494820502586903
2,the,0.116405215499006
2,a,0.0270774813434101
2,of,0.0145936665088422
2,on,0.0138387913531839
2,for,0.0137206950150359
2,is,0.0108713479399932
2,brake,0.0086570596365646
2,to,0.00760613413196951
2,with,0.00741370804075369
2,car,0.00645081176607536
2,abs,0.00570943368824203
2,that,0.00529488657920678
2,like,0.00495524034093524
2,if,0.0048116214567184
2,i,0.00461589715146449
2,system,0.00439923103696913
2,in,0.00426551738128172
2,module,0.00422717908912189
2,do,0.00362726925443393
2,be,0.0036232478323147
