topicid,word,count
0,the,0.0378270393670065
0,etm,0.0326690385702236
0,that,0.0210034243309543
0,software,0.0200824819533382
0,it,0.0163736480188828
0,i,0.0152213081497686
0,had,0.0131817438637434
0,for,0.0123778780585186
0,have,0.0121786168752688
0,to,0.0121196996906393
0,you,0.0111095355870371
0,and,0.0109215961900606
0,is,0.0106939846569324
0,a,0.0103074324386359
0,be,0.00991725266971865
0,so,0.00976606408629787
0,has,0.00971212203827719
0,there,0.00945479214997972
0,car,0.00872703965642202
0,they,0.00835776618005336
1,the,0.0226807265205274
1,throttle,0.0219935463861878
1,is,0.0203192357010589
1,to,0.0148532692886308
1,module,0.0138830699579508
1,on,0.0125507085422856
1,control,0.0110833278023936
1,body,0.0101751663496073
1,not,0.00937721185674642
1,electronic,0.00927854528032624
1,,0.00863327986213335
1,a,0.0085422906564457
1,found,0.00839938202423689
1,and,0.00823526819599435
1,i,0.00738156267534228
1,faulty,0.00723953742992393
1,what,0.00703214377001654
1,for,0.00632398639429366
1,it,0.00619667084911231
1,me,0.00608806966233184
2,etm,0.0176747790555988
2,i,0.016915006799996
2,the,0.0166002421701901
2,and,0.0154204339710288
2,it,0.0125389366500935
2,had,0.0112481765563133
2,a,0.0110105159592222
2,was,0.0108437732710569
2,to,0.0107412241747724
2,car,0.0102077966001932
2,on,0.00976619294578226
2,in,0.00940875518984185
2,is,0.00888629615626855
2,of,0.00877539856096102
2,that,0.00853938595475279
2,but,0.00804258405491948
2,with,0.00769117474840107
2,replaced,0.00742640740954436
2,about,0.00736040761089678
2,just,0.00726432308881277
3,i,0.0242654362680787
3,the,0.0235187367449592
3,s80,0.0226328503867505
3,a,0.0225042775768869
3,and,0.0197324288967678
3,to,0.0156392613547356
3,2,0.0106930124256868
3,on,0.0103177333596996
3,volvo,0.010082662565603
3,in,0.0100045026773458
3,for,0.00925466930612526
3,have,0.00914805600938172
3,my,0.00844203406845415
3,is,0.00832460766225887
3,am,0.00750521158267083
3,s70,0.00713953514537326
3,was,0.00675024507268669
3,this,0.0065724190634087
3,car,0.00635085467699152
3,that,0.00630094197413536
4,the,0.0382916440884897
4,etm,0.0326921687210043
4,to,0.0276922526013859
4,it,0.0261946580630076
4,a,0.0258351408949909
4,is,0.0238458958998185
4,and,0.0217500551898544
4,you,0.0212380674124006
4,your,0.0197689205277336
4,be,0.0172956328735197
4,have,0.0162060954097439
4,i,0.0128385607282418
4,if,0.0110650398209826
4,do,0.00959930735603597
4,for,0.00954269215200835
4,of,0.00925399840937116
4,could,0.00897706925708205
4,one,0.00855145603613495
4,volvo,0.00787319173496578
4,on,0.00778926762946402
5,the,0.0283010472052377
5,i,0.0206701589584402
5,and,0.0204912253086972
5,it,0.0190317758969434
5,when,0.0175051402724723
5,off,0.0174843758151065
5,to,0.0161232414310735
5,up,0.016065268225689
5,a,0.0130670636044885
5,in,0.0125900287437959
5,is,0.0117271950437112
5,on,0.0106502718104815
5,car,0.0104466084297272
5,pedal,0.0103290602288831
5,down,0.00955808416920464
5,gas,0.00929704276469528
5,then,0.00855917638077125
5,at,0.00794011449751114
5,have,0.00742122896127267
5,of,0.00727448461905892
6,control,0.0495934689589929
6,speed,0.0237358851655272
6,sensor,0.021680053124694
6,module,0.0191028121670186
6,fault,0.0182638236585786
6,valve,0.0151452765503391
6,ecm,0.0137058090715425
6,solenoid,0.0123839861987369
6,a,0.0105888013096851
6,vehicle,0.00978853065108702
6,internal,0.00922975784848997
6,boost,0.00866375855024598
6,too,0.00797730297073403
6,intermittent,0.00730775507275134
6,transmission,0.00700476324446727
6,permanent,0.00646292630883365
6,,0.00644454710699039
6,code,0.00644192040012831
6,and,0.00643692577908661
6,2,0.00612413672747034
