topicid,word,count
0,i,0.0218464994687115
0,my,0.0176183044905885
0,the,0.0160920979695507
0,and,0.0155476600262813
0,was,0.0155206769957877
0,it,0.0152658458171563
0,a,0.0151538473690709
0,had,0.0128444258167282
0,to,0.0108148796318104
0,for,0.0100827204717322
0,on,0.0096940104998575
0,with,0.00897455318534352
0,replaced,0.00877431620735931
0,so,0.00840667685146421
0,car,0.0082702331521025
0,but,0.00822320611195205
0,that,0.00756310776617157
0,out,0.0074546746225769
0,now,0.00745036174650055
0,problem,0.00743623045085999
1,light,0.05139929425639
1,the,0.0396506336724757
1,is,0.0242847730051467
1,on,0.0237847774018604
1,i,0.020922210667181
1,check,0.0203356992198136
1,engine,0.0202899514417606
1,have,0.017945514304173
1,it,0.0164697584368739
1,a,0.0159239094893283
1,to,0.0156419472626411
1,if,0.0147569591352444
1,and,0.0125571095133617
1,you,0.0114938711061852
1,that,0.0112226866017841
1,do,0.0101696614084037
1,this,0.00992549093533794
1,but,0.00962112874197776
1,abs,0.00918774938790692
1,not,0.00897436506967847
2,the,0.0235330585514399
2,to,0.0215727161166416
2,you,0.0189260034159
2,i,0.017782978387779
2,and,0.0163098275989444
2,of,0.014087342275833
2,them,0.0135170317316195
2,are,0.0134973893452003
2,a,0.013263645206865
2,they,0.0127388143172228
2,just,0.0112453317028004
2,bulbs,0.0109205875917824
2,for,0.0106815733012811
2,if,0.010667313106982
2,in,0.0102325284749047
2,on,0.0101128788570783
2,can,0.0100103572114597
2,like,0.00958690480156097
2,that,0.00936820332139413
2,have,0.00885752060566463
3,signal,0.0571592089824031
3,low,0.0168629523923036
3,high,0.015705265843766
3,fault,0.0133367965968754
3,too,0.0118403707913805
3,module,0.0112957401907513
3,control,0.0110408123744296
3,missing,0.00993973685671903
3,is,0.00927625523283259
3,found,0.00923740744396616
3,not,0.00856316841584331
3,sensor,0.00855387606358743
3,/,0.0078181127679826
3,with,0.00697637769043974
3,intermittent,0.00607088964342227
3,or,0.0058540525059917
3,permanent,0.00584516176765936
3,ecm,0.00552386688284181
3,test,0.00548834763771599
3,indicator,0.00528087155544013
4,i,0.0212811710687823
4,the,0.0209383269272345
4,and,0.0181705775363935
4,a,0.0166650067847793
4,s80,0.0148728664225627
4,to,0.0126084975802253
4,headlights,0.0119972169860772
4,with,0.0110327716414625
4,have,0.0103490280265495
4,but,0.00935712561937601
4,on,0.0092421400086628
4,for,0.0087666806810708
4,my,0.00832163643401193
4,of,0.00779929788071162
4,in,0.00733319081936176
4,are,0.00707272377559531
4,this,0.00632448139837367
4,that,0.00620159413184244
4,bulbs,0.0059558209943185
4,any,0.00575478165168014
5,the,0.0402582635259667
5,lights,0.031693617235036
5,on,0.0280680422026012
5,and,0.0212558111230366
5,off,0.0191074569452825
5,is,0.0183597994287366
5,turn,0.0162572017682478
5,switch,0.0160866763452693
5,to,0.0159358217366907
5,it,0.0159293210435437
5,when,0.0145021182820674
5,a,0.0143841312266236
5,light,0.0117515209180987
5,car,0.0116073538826228
5,that,0.0113530620055079
5,of,0.0107620763783649
5,all,0.0102039103090339
5,are,0.00979400148794966
5,then,0.00927118957101313
5,position,0.00874933779936248
6,the,0.0348498922443778
6,to,0.0226344711054193
6,is,0.0207782626342517
6,bulb,0.019287249200223
6,headlight,0.0181806030560582
6,and,0.0169856184705797
6,it,0.0167393577742143
6,i,0.0167332616940946
6,side,0.0157546382465899
6,in,0.0156569994695407
6,of,0.0151636521395305
6,a,0.0151415229842479
6,have,0.0146803533676799
6,out,0.0139019566536342
6,you,0.0127741079303975
6,that,0.0125157724095657
6,one,0.011623481329835
6,there,0.01009024039824
6,on,0.00992893777313946
6,light,0.00980279135536863
