topicid,word,count
0,you,0.0143235446616766
0,your,0.00868496311588873
0,motor,0.00736826460576461
0,will,0.00695226432480961
0,if,0.00591376458943059
0,what,0.00582010281285744
0,do,0.00530632903230979
0,way,0.00464988391123638
0,one,0.00420076297223519
0,check,0.00396589976334552
0,rear,0.00396247308820381
0,get,0.0039242511367197
0,just,0.00387343951665304
0,how,0.00355220383233789
0,are,0.00348712643770038
0,electrical,0.00343330671415907
0,window,0.00341791015934211
0,side,0.0033817051637818
0,new,0.00314211990075604
0,back,0.00313471306253672
0,see,0.00310030073916009
0,its,0.00291424753711094
0,any,0.00289923936009859
0,also,0.0028942221060589
0,i have,0.00283631451431192
0,can,0.00283413083407955
0,down,0.00281955342668145
0,it is,0.00262470890404022
0,service,0.00262461598565456
0,the car,0.00259331348424961
0,windows,0.00254321912405224
0,have to,0.00251324457807364
0,about,0.00246430057177089
0,did,0.00244314977057758
0,year,0.00241980632776905
0,them,0.00239138708966182
0,some,0.00237269371094018
0,need,0.00227279450121539
0,3,0.0022358623961667
0,2,0.00221777612071937
0,like,0.00218409034562422
0,i would,0.00217887730544577
0,open,0.00217555818931151
0,should,0.00217180886400641
0,look,0.00216221110911868
0,drivers,0.00213670787471911
0,into,0.00204772845651917
0,switch,0.00202162046040293
0,sure,0.00201587811701491
0,well,0.00200300584218387
0,valve,0.00199733998002415
0,so,0.00197781457944156
0,where,0.00196945958692325
0,work,0.00196757850192434
0,know,0.0019535989006953
0,is the,0.00192056219338983
0,have a,0.00191414382607787
0,windshield,0.00190227847597933
0,fluid,0.00188365021087121
0,could,0.0018609430604666
0,door,0.00183339126896425
0,replace,0.00179369144768904
0,same,0.00178130453833145
0,still,0.00175442604179176
0,to get,0.00168415722739928
0,then,0.00167360583726585
0,all,0.00167233058907042
0,system,0.00165996380282924
0,by,0.00164853821953151
0,issues,0.00164613345053978
0,power,0.00163912406268669
0,may,0.00163841113718149
0,part,0.00161596988094334
0,air,0.00159379961683059
0,for the,0.00157669070399204
0,does,0.00156817107329095
0,the rear,0.00156527531664968
0,stay,0.00155815670618653
0,at the,0.00155593644932611
0,module,0.00152620881661301
0,up,0.0015239816258536
0,something,0.0015203173967133
0,the same,0.00149081484814433
0,only,0.001478838187072
0,first,0.00147264242112267
0,light,0.0014628690377472
0,will be,0.00145432764188425
0,right,0.00144774699918082
0,from the,0.00144587680070944
0,now,0.0014412771853452
0,various,0.00142072832092315
0,when i,0.00141333300111914
0,the dealer,0.0014081764614606
0,time,0.00139901429492301
0,to do,0.00139610820770849
0,is a,0.00139170019377529
0,problems,0.00138903325832265
0,with the,0.00136301506033072
0,take,0.0013584076455102
0,passenger,0.00135279829703844
1,up,0.0138061374223488
1,see,0.0136084915459408
1,you,0.00983465952826287
1,do,0.00862098172832708
1,just,0.00801980232711199
1,does,0.0069423484751616
1,window,0.00653799908498014
1,so,0.00646167293658268
1,then,0.0056758610150689
1,can,0.00487620368995184
1,your,0.00458715846114744
1,about,0.00412467172033947
1,them,0.0040891157281899
1,are,0.00376257185017492
1,all,0.00367109425220709
